Time_s,Acc_g_raw,Acc_g_demean,Vel_mm_s
0.02539,0.345,0.344988037109375,1.9710027864268362
0.02578,-0.496,-0.496011962890625,1.6819755764155686
0.026170000000000002,0.601,0.600988037109375,1.8826635664043025
0.02656,-0.613,-0.613011962890625,1.859536406393036
0.026949999999999998,0.534,0.533988037109375,1.7082415963817699
0.02734,-0.107,-0.10701196289062499,2.524899486370506
0.02773,-0.032,-0.032011962890625,2.258827676359238
0.02813,0.402,0.40198803710937503,2.9845915122451143
0.02852,-0.335,-0.335011962890625,3.112587402233848
0.02891,0.702,0.701988037109375,3.8144682922225837
0.0293,-0.783,-0.783011962890625,3.6593475822113177
0.02969,1.072,1.071988037109375,4.2120183722000535
0.03008,-1.051,-1.051011962890625,4.252018562188787
0.03047,0.886,0.885988037109375,3.9362100521775183
0.03086,-0.63,-0.630011962890625,4.425753492166249
0.03125,0.196,0.195988037109375,3.5953614321549794
0.03164,-0.03,-0.030011962890625,3.9127393721437134
0.03203,-0.275,-0.275011962890625,3.3291178621324446
0.032420000000000004,0.342,0.34198803710937503,3.457113752121179
0.03281,-0.675,-0.675011962890625,2.819929642109921
0.0332,0.725,0.724988037109375,2.9154053820986543
0.03359,-0.804,-0.804011962890625,2.7641105720873873
0.033979999999999996,0.659,0.658988037109375,2.486561062076124
0.03438,-0.424,-0.424011962890625,2.947454897962009
0.03477,0.243,0.242988037109375,2.6010391879507413
0.03516,0.014,0.013988037109374999,3.0924955779394674
0.03555,-0.215,-0.215011962890625,2.707820867928199
0.03594,0.462,0.461988037109375,3.180147757916934
0.03633,-0.715,-0.715011962890625,2.6959996479056656
0.036719999999999996,0.803,0.802988037109375,2.8641674878943966
0.03711,-0.757,-0.757011962890625,2.9519914278831303
0.0375,0.456,0.455988037109375,2.3760217178718617
0.03789,-0.195,-0.195011962890625,2.8751299078605967
0.03828,-0.045,-0.045011962890625,2.415850147849328
0.03867,0.269,0.268988037109375,2.844179187838063
0.039060000000000004,-0.485,-0.485011962890625,2.4308102278267945
0.039450000000000006,0.752,0.751988037109375,2.9413961178155295
0.03984,-1.118,-1.118011962890625,2.2410846578042727
0.040229999999999995,1.142,1.141988037109375,2.286823697793005
0.04063,-1.23,-1.230011962890625,2.1139915336788833
0.04102,0.705,0.704988037109375,1.1095210236676123
0.041409999999999995,-0.709,-0.709011962890625,1.1016974636563457
0.0418,0.104,0.103988037109375,-0.05580904635492552
0.04219,-0.193,-0.193011962890625,-0.22623335636619302
0.04258,-0.238,-0.23801196289062498,-1.050886566377463
0.04297,0.254,0.253988037109375,-1.0204511263887295
0.04336,-0.721,-0.721011962890625,-1.9139705363999995
0.04375,0.743,0.742988037109375,-1.8720573964112668
0.04414,-0.717,-0.717011962890625,-1.822492456422533
0.04453,0.567,0.566988037109375,-2.109606716433801
0.04492,-0.391,-0.391011962890625,-1.7730992764450666
0.04531,0.145,0.144988037109375,-2.243856736456335
0.045700000000000005,0.071,0.070988037109375,-1.8308312964676003
0.046090000000000006,-0.332,-0.332011962890625,-2.3302830064788687
0.046479999999999994,0.53,0.529988037109375,-1.9516906664901472
0.046880000000000005,-0.81,-0.810011962890625,-2.501226830604283
0.047270000000000006,0.776,0.775988037109375,-2.56643889061555
0.047659999999999994,-0.599,-0.599011962890625,-2.2280185006268263
0.048049999999999995,0.403,0.40298803710937503,-2.603128460638095
0.04844,-0.15,-0.150011962890625,-2.1193238706493602
0.04883,-0.054,-0.054011962890625,-2.5097374306606284
0.04922,0.257,0.256988037109375,-2.1215803406718936
0.04961,-0.574,-0.574011962890625,-2.7281572506831626
0.05,0.859,0.858988037109375,-2.183138260694428
0.05039,-1.11,-1.110011962890625,-2.6634604707056884
0.05078,1.067,1.066988037109375,-2.745889080716956
0.05117,-1.038,-1.038011962890625,-2.6905852907282224
0.05156,0.657,0.656988037109375,-3.419591000739492
0.05195,-0.634,-0.634011962890625,-3.3757649107507586
0.052340000000000005,0.268,0.267988037109375,-4.076076370762029
0.05273,-0.171,-0.171011962890625,-3.8906919807732976
0.053130000000000004,-0.194,-0.194011962890625,-4.606998144887426
0.053520000000000005,0.508,0.507988037109375,-4.00650360489869
0.05391,-0.479,-0.479011962890625,-3.951199814909958
0.054299999999999994,0.739,0.738988037109375,-3.454004574921232
0.054689999999999996,-0.402,-0.402011962890625,-2.8095121849324967
0.05508,0.558,0.5579880371093751,-2.5112637449437627
0.05547,-0.166,-0.166011962890625,-1.761559104955026
0.05586,0.151,0.150988037109375,-1.7904251149662929
0.05625,0.16,0.159988037109375,-1.1956694249775572
0.05664,-0.449,-0.449011962890625,-1.748683734988826
0.057030000000000004,0.674,0.673988037109375,-1.3184417450000914
0.05742,-0.697,-0.697011962890625,-1.3626113550113574
0.05781,0.67,0.669988037109375,-1.4144327650226245
0.0582,-0.412,-0.41201196289062497,-0.9210634250338889
0.05859,0.526,0.525988037109375,-0.7031588850451546
0.05898,-0.2,-0.200011962890625,-0.07970894505642998
0.05938,0.244,0.243988037109375,0.006442890829451171
0.059770000000000004,0.219,0.218988037109375,0.8919669808181877
0.06016,-0.447,-0.447011962890625,0.45564262080692713
0.06055,0.754,0.753988037109375,1.0427465107956626
0.06094,-0.943,-0.9430119628906249,0.6810272007843948
0.061329999999999996,0.82,0.819988037109375,0.44556259077313143
0.06172,-0.844,-0.844011962890625,0.39948003076186467
0.06211,0.685,0.6849880371093751,0.09514922075059694
0.0625,-0.543,-0.543011962890625,0.36661636073933135
0.06289,0.488,0.487988037109375,0.2612323507280641
0.06328,-0.089,-0.08901196289062499,1.0243276407168
0.06367,-0.014,-0.014011962890625002,0.8271220307055326
0.06406,0.464,0.46398803710937503,1.6877777706942692
0.06445000000000001,-0.391,-0.391011962890625,1.8272513606830028
0.06484000000000001,0.542,0.541988037109375,2.115935050671737
0.06523000000000001,-0.493,-0.493011962890625,2.209497840660471
0.06563,0.44,0.439988037109375,2.105335676546355
0.06602,-0.332,-0.332011962890625,2.3117625165350897
0.06641,0.0055,0.005488037109374999,1.6870125815238204
0.0668,0.262,0.261988037109375,2.1985549465125556
0.06719,-0.555,-0.555011962890625,1.6378888365012867
0.06758,0.799,0.798988037109375,2.104476876490022
0.06797,-0.648,-0.648011962890625,2.393160566478756
0.06836,0.831,0.830988037109375,2.74305865646749
0.06875,-0.6,-0.600011962890625,3.1847783464562247
0.06914000000000001,0.796,0.795988037109375,3.55954478644496
0.06953,-0.454,-0.454011962890625,4.213601926433672
0.06992,0.274,0.273988037109375,3.8690991664224046
0.07031,0.216,0.215988037109375,4.806272906411141
0.0707,-0.575,-0.575011962890625,4.119352096399872
0.07109,0.703,0.702988037109375,4.3640379363886055
0.07148,-0.908,-0.908011962890625,3.9717114263773374
0.07188,0.754,0.753988037109375,3.6693872622632195
0.07227,-0.867,-0.867011962890625,3.4530521522519524
0.07266,0.734,0.733988037109375,3.1984580422406843
0.07305,-0.73,-0.730011962890625,3.2059380822294177
0.07343999999999999,0.363,0.362988037109375,2.503713672218173
0.07382999999999999,-0.017,-0.017011962890625003,3.1654226122069087
0.07422,-0.228,-0.228011962890625,2.69657810219564
0.07461,0.373,0.372988037109375,2.973784092184374
0.075,-0.488,-0.488011962890625,2.7536230821731067
0.07539,0.519,0.518988037109375,2.81275277216184
0.07578,-0.591,-0.591011962890625,2.674848612150573
0.07617,0.487,0.486988037109375,2.4757300521393057
0.07656,-0.394,-0.394011962890625,2.6534626421280394
0.07695,-0.031,-0.031011962890625,1.8402871321167695
0.07734,0.442,0.441988037109375,2.6263378221055054
0.07773000000000001,-0.693,-0.6930119628906249,2.1460156120942373
0.07812999999999999,0.825,0.824988037109375,2.404823447980107
0.07851999999999999,-0.831,-0.831011962890625,2.39317398796884
0.07891,0.912,0.911988037109375,2.5479511779575743
0.0793,-0.905,-0.905011962890625,2.5611700679463074
0.07969,0.798,0.797988037109375,2.3563126579350397
0.08008,-0.669,-0.669011962890625,2.6029114479237743
0.08047,0.087,0.086988037109375,1.4894027879125034
0.08086,0.083,0.08298803710937501,1.8144325279012379
0.08125,-0.715,-0.715011962890625,0.6052763678899664
0.08164,0.571,0.570988037109375,0.3296398078786987
0.08203,-0.959,-0.959011962890625,-0.41275655213257056
0.08242000000000001,0.69,0.689988037109375,-0.927511862143839
0.08281000000000001,-0.95,-0.950011962890625,-1.4250506221551078
0.0832,0.68,0.679988037109375,-1.9417188821663582
0.08359,-0.626,-0.626011962890625,-1.8385913421776248
0.08398,0.238,0.237988037109375,-2.5809877021888945
0.08438,-0.042,-0.042011962890625004,-2.1966118663030163
0.08477,-0.232,-0.232011962890625,-2.720931926314285
0.08516,0.411,0.410988037109375,-2.3786856363255513
0.08555,-0.572,-0.572011962890625,-2.6868423463368187
0.08594,0.586,0.585988037109375,-2.660232806348086
0.08633,-0.62,-0.620011962890625,-2.7254448663593527
0.08672,0.438,0.437988037109375,-3.073773526370622
0.08710999999999999,-0.092,-0.092011962890625,-2.4120645863819092
0.0875,-0.275,-0.275011962890625,-3.1142889963931797
0.08789,0.531,0.530988037109375,-2.624745556404444
0.08828,-0.616,-0.616011962890625,-2.7875180664157115
0.08867,0.841,0.840988037109375,-2.3572760764269765
0.08906,-0.893,-0.893011962890625,-2.456921236438244
0.08945,1.016,1.015988037109375,-2.2218001464495094
0.08984,-1.024,-1.024011962890625,-2.2372755064607763
0.09023,0.821,0.820988037109375,-2.625776116472045
0.09063,-0.492,-0.492011962890625,-1.9804542805861685
0.09101999999999999,-0.0091,-0.009111962890625002,-2.9392052855974056
0.09140999999999999,0.244,0.243988037109375,-2.49002509060867
0.09179999999999999,-0.503,-0.503011962890625,-2.985650900619939
0.09219,0.45,0.449988037109375,-3.0872090106312062
0.09258,-0.744,-0.744011962890625,-3.6497880706424746
0.09297,0.728,0.727988037109375,-3.6805670306537412
0.09336,-0.892,-0.892011962890625,-3.9944625906650097
0.09375,0.747,0.746988037109375,-4.272012100676278
0.09414,-0.369,-0.369011962890625,-3.549088760687542
0.09453,0.217,0.216988037109375,-3.8400289206988103
0.09492,0.246,0.245988037109375,-2.9545048307100727
0.09531,-0.156,-0.156011962890625,-2.7825110907213397
0.09570000000000001,0.524,0.523988037109375,-2.0787172507326037
0.09609000000000001,-0.423,-0.423011962890625,-1.8856810607438694
0.09648000000000001,0.627,0.626988037109375,-1.4956110207551347
0.09688,-0.513,-0.513011962890625,-1.272119184869264
0.09727,0.323,0.322988037109375,-1.6357514448805321
0.09766,-0.034,-0.034011962890625004,-1.0830806548917968
0.09805,-0.16,-0.160011962890625,-1.454364714903065
0.09844,0.419,0.418988037109375,-0.95908242491433
0.09883,-0.45,-0.450011962890625,-1.018555634925597
0.09922,0.832,0.831988037109375,-0.2879804949368614
0.09961,-0.827,-0.827011962890625,-0.2785875049481285
0.1,1.097,1.096988037109375,0.23773723504060656
0.1004,-0.856,-0.856011962890625,0.7104030709264839
0.1008,0.727,0.726988037109375,0.4571289068123657
0.1012,-0.437,-0.437011962890625,1.0259327426982423
0.1016,0.115,0.11498803710937501,0.3939925785841265
0.102,-0.046,-0.046011962890625,0.5291944144700058
0.1023,-0.181,-0.181011962890625,0.19503179138440638
0.1027,0.346,0.345988037109375,0.5185856272702846
0.1031,-0.6,-0.600011962890625,0.020061463156167754
0.1035,0.767,0.766988037109375,0.3475392990420459
0.1039,-0.559,-0.559011962890625,0.7554591349279377
0.1043,0.579,0.578988037109375,0.7945229708138176
0.1047,-0.234,-0.234011962890625,1.4712368066996937
0.1051,0.208,0.207988037109375,1.4200486425855743
0.1055,0.122,0.121988037109375,2.067332478471451
0.10590000000000001,-0.221,-0.221011962890625,1.872918314357325
0.10629999999999999,0.533,0.532988037109375,2.48488615024318
0.1066,-0.693,-0.6930119628906249,2.2493140271575838
0.107,0.778,0.777988037109375,2.415907863043463
0.10740000000000001,-0.509,-0.509011962890625,2.9435096989293585
0.10779999999999999,0.401,0.40098803710937503,2.7314375348152473
0.1082,-0.011,-0.011011962890625001,3.4964413707011497
0.10859999999999999,0.0078,0.007788037109374999,3.48998680658703
0.109,0.381,0.380988037109375,4.252636242472933
0.10940000000000001,-0.41,-0.41001196289062497,4.195562078358812
0.1098,0.888,0.887988037109375,5.133221914244653
0.1102,-1.021,-1.021011962890625,4.872099750130527
0.1105,1.123,1.122988037109375,5.022060627044934
0.11090000000000001,-1.038,-1.038011962890625,5.1886544629308196
0.1113,0.69,0.689988037109375,4.505702298816727
0.11170000000000001,-0.583,-0.583011962890625,4.715460134702614
0.11209999999999999,0.152,0.151988037109375,3.869661970588529
0.1125,-0.167,-0.167011962890625,3.840055806474408
0.1129,-0.23,-0.230011962890625,3.0609656423602933
0.1133,0.376,0.375988037109375,3.3472414782461715
0.11370000000000001,-0.658,-0.658011962890625,2.7937813141320356
0.1141,0.663,0.662988037109375,2.8034151500179156
0.1145,-0.6,-0.600011962890625,2.926844985903799
0.1148,0.512,0.511988037109375,2.797220862818212
0.1152,-0.332,-0.332011962890625,3.15020469870409
0.1156,0.109,0.108988037109375,2.712502534589973
0.116,0.119,0.118988037109375,3.159662370475866
0.1164,-0.451,-0.451011962890625,2.50810220636175
0.1168,0.728,0.727988037109375,3.051400042247627
0.1172,-0.829,-0.829011962890625,2.8530618781335084
0.1176,0.819,0.818988037109375,2.8332657140193884
0.118,-0.58,-0.580011962890625,3.3020075499052655
0.1184,0.531,0.530988037109375,3.205693385791143
0.1188,-0.246,-0.246011962890625,3.7646872216770206
0.1191,0.064,0.063988037109375,3.4967420985914353
0.1195,0.228,0.227988037109375,4.069469934477312
0.1199,-0.714,-0.714011962890625,3.115761770363165
0.12029999999999999,0.899,0.898988037109375,3.4785556062490306
0.1207,-1.282,-1.282011962890625,2.7269334421348894
0.1211,0.919,0.918988037109375,2.014551278020774
0.1215,-1.111,-1.111011962890625,1.6376711139066564
0.12190000000000001,0.56,0.5599880371093751,0.5564329497925057
0.12229999999999999,-0.701,-0.701011962890625,0.2796147856783972
0.1227,0.246,0.245988037109375,-0.6132713784357481
0.123,-0.241,-0.241011962890625,-0.6060460015213383
0.12340000000000001,-0.313,-0.313011962890625,-1.6931701656354892
0.1238,0.436,0.435988037109375,-1.4520203297496188
0.1242,-0.652,-0.652011962890625,-1.8759884938637508
0.12459999999999999,0.561,0.5609880371093751,-2.0547066579778637
0.125,-0.56,-0.560011962890625,-2.0529208220919837
0.1254,0.407,0.406988037109375,-2.3532829862061124
0.1258,-0.253,-0.253011962890625,-2.0513111503202444
0.1262,-0.0064,-0.006411962890625001,-2.5604301144343786
0.1266,0.284,0.283988037109375,-2.015955078548521
0.127,-0.592,-0.592011962890625,-2.620427242662658
0.1273,0.855,0.854988037109375,-2.2335548657482547
0.1277,-0.823,-0.823011962890625,-2.170947029862373
0.1281,0.772,0.771988037109375,-2.2711851939764887
0.1285,-0.594,-0.594011962890625,-1.9221253580905984
0.12890000000000001,0.521,0.520988037109375,-2.0655275222047225
0.1293,-0.334,-0.334011962890625,-1.6988096863188569
0.12969999999999998,-0.023,-0.023011962890625,-2.399419850432948
0.1301,0.31,0.309988037109375,-1.8365020145470516
0.1305,-0.782,-0.782011962890625,-2.762742178661197
0.13090000000000002,0.905,0.904988037109375,-2.5215923427753104
0.1313,-1.129,-1.129011962890625,-2.9612565068894123
0.1316,0.839,0.838988037109375,-3.3881236299749946
0.132,-0.885,-0.885011962890625,-3.4785517940891166
0.13240000000000002,0.64,0.639988037109375,-3.9594179582032503
0.1328,-0.699,-0.699011962890625,-4.075352122317366
0.13319999999999999,0.297,0.296988037109375,-4.864252286431452
0.1336,-0.041,-0.041011962890625,-4.362156450545558
0.134,-0.215,-0.215011962890625,-4.864604614659693
0.13440000000000002,0.537,0.536988037109375,-4.233016778773795
0.1348,-0.401,-0.401011962890625,-3.9663609428879245
0.1352,0.617,0.616988037109375,-3.5427451070020615
0.1355,-0.298,-0.298011962890625,-3.0734687300876162
0.1359,0.454,0.453988037109375,-2.7675728942017486
0.1363,-0.092,-0.092011962890625,-2.0575050583158476
0.1367,-0.066,-0.066011962890625,-2.367677222429955
0.1371,0.465,0.46498803710937503,-1.5850153865440524
0.1375,-0.635,-0.635011962890625,-1.918731550658182
0.1379,0.771,0.770988037109375,-1.6520757147723122
0.1383,-0.689,-0.6890119628906249,-1.491367878886427
0.1387,0.761,0.760988037109375,-1.3502800430005526
0.1391,-0.642,-0.642011962890625,-1.1169782071146659
0.1395,0.666,0.665988037109375,-1.0700663712287841
0.1398,-0.309,-0.309011962890625,-0.5448729943143833
0.1402,0.085,0.08498803710937501,-0.9845371584284853
0.1406,0.293,0.292988037109375,-0.24307732254258374
0.141,-0.586,-0.586011962890625,-0.8181194866566804
0.1414,0.643,0.642988037109375,-0.7064616507707968
0.1418,-0.76,-0.760011962890625,-0.9361918148849231
0.1422,0.63,0.629988037109375,-1.1914279789990325
0.1426,-0.734,-0.734011962890625,-1.3956521431131579
0.143,0.68,0.679988037109375,-1.5017763072272732
0.1434,-0.508,-0.508011962890625,-1.164488471341383
0.1438,0.375,0.374988037109375,-1.4256106354555105
0.1441,0.041,0.040988037109375,-0.8135987585411107
0.1445,-0.032,-0.032011962890625,-0.7961169226552313
0.1449,0.422,0.421988037109375,-0.031113086769329064
0.1453,-0.372,-0.372011962890625,0.06681074911655421
0.1457,0.583,0.582988037109375,0.4806165850024177
0.1461,-0.458,-0.458011962890625,0.7256904208883048
0.1465,0.444,0.443988037109375,0.6980462567741861
0.1469,-0.039,-0.039011962890625,1.4924800926600887
0.14730000000000001,-0.158,-0.158011962890625,1.1057899285459583
0.1477,0.541,0.540988037109375,1.8570597644318079
0.148,-0.506,-0.506011962890625,1.908430141346217
0.1484,0.819,0.818988037109375,2.5223599772321146
0.14880000000000002,-0.737,-0.737011962890625,2.6830678131179995
0.1492,0.984,0.983988037109375,3.1675056490038593
0.14959999999999998,-0.862,-0.862011962890625,3.4066934848897295
0.15,0.801,0.800988037109375,3.286835320775607
0.1504,-0.455,-0.455011962890625,3.965511156661506
0.15080000000000002,0.033,0.032988037109375,3.1373709925473623
0.1512,0.139,0.13898803710937502,3.474658828433229
0.15159999999999998,-0.529,-0.529011962890625,2.7093026643191402
0.152,0.484,0.483988037109375,2.620836500205018
0.15230000000000002,-0.747,-0.747011962890625,2.2336998771193994
0.1527,0.745,0.744988037109375,2.22959971300528
0.15309999999999999,-0.891,-0.891011962890625,1.9429715488911716
0.1535,0.731,0.730988037109375,1.6288753847770425
0.1539,-0.421,-0.421011962890625,2.2369192206629407
0.15430000000000002,0.24,0.239988037109375,1.8816210565488103
0.15469999999999998,0.06,0.059988037109374996,2.470044892434626
0.1551,-0.185,-0.185011962890625,2.224618728320499
0.1555,0.426,0.425988037109375,2.697284564206393
0.1559,-0.526,-0.526011962890625,2.5009084000922677
0.15630000000000002,0.675,0.674988037109375,2.7930702359781563
0.1566,-0.718,-0.718011962890625,2.729663612892573
0.157,0.463,0.46298803710937503,2.2291774487784393
0.1574,-0.074,-0.07401196289062499,2.9922192846643414
0.15780000000000002,-0.222,-0.222011962890625,2.4112911205502052
0.15819999999999998,0.478,0.477988037109375,2.91338695643603
0.1586,-0.618,-0.618011962890625,2.638530792321902
0.159,0.824,0.823988037109375,3.042526628207794
0.15940000000000001,-1.041,-1.041011962890625,2.616596464093662
0.1598,1.088,1.087988037109375,2.7086342999795385
0.16019999999999998,-1.194,-1.194011962890625,2.5004861358654273
0.1605,0.721,0.720988037109375,1.8043345127797856
0.16090000000000002,-0.634,-0.634011962890625,1.9748523486656706
0.1613,-0.123,-0.12301196289062499,0.48944218455161104
0.16169999999999998,0.019,0.018988037109374998,0.2852180204374996
0.1621,-0.55,-0.550011962890625,-0.7567801436766497
0.1625,0.395,0.394988037109375,-1.061066307790778
0.16290000000000002,-0.844,-0.844011962890625,-1.942180471904923
0.1633,0.749,0.748988037109375,-2.1287466360190352
0.16369999999999998,-0.866,-0.866011962890625,-2.3584768001331464
0.1641,0.603,0.602988037109375,-2.8746589642472804
0.1645,-0.366,-0.366011962890625,-2.409841128361387
0.1648,0.123,0.122988037109375,-2.76754775144697
0.16519999999999999,0.135,0.13498803710937501,-2.2615279155611105
0.1656,-0.305,-0.305011962890625,-2.59524407967524
0.166,0.537,0.536988037109375,-2.1402362437893467
0.1664,-0.696,-0.696011962890625,-2.452370407903454
0.1668,0.754,0.753988037109375,-2.33875057201757
0.1672,-0.613,-0.613011962890625,-2.062284736131701
0.1676,0.244,0.243988037109375,-2.786438900245841
0.168,0.003,0.0029880371093749993,-2.302001064359947
0.1684,-0.303,-0.303011962890625,-2.890777228474042
0.1688,0.427,0.426988037109375,-2.6476653925881544
0.1691,-0.775,-0.775011962890625,-3.1598795156737345
0.1695,0.892,0.891988037109375,-2.930501679787848
0.1699,-1.208,-1.208011962890625,-3.550669843901942
0.1703,1.104,1.103988037109375,-3.754894008016068
0.1707,-1.111,-1.111011962890625,-3.7688041721301873
0.1711,0.635,0.634988037109375,-4.702892336244334
0.1715,-0.444,-0.444011962890625,-4.328326500358442
0.1719,0.071,0.070988037109375,-5.060328664472533
0.1723,0.037,0.036988037109375,-4.848608828586647
0.1727,-0.375,-0.375011962890625,-5.5119409927007395
0.173,0.452,0.451988037109375,-5.3987676157863325
0.1734,-0.811,-0.811011962890625,-6.103301779900471
0.1738,0.756,0.755988037109375,-6.211387944014595
0.1742,-0.625,-0.625011962890625,-5.954542108128725
0.1746,0.554,0.553988037109375,-6.094020272242848
0.175,-0.194,-0.194011962890625,-5.387876436356997
0.1754,0.217,0.216988037109375,-5.342926600471116
0.1758,0.308,0.307988037109375,-4.313052764585206
0.1762,-0.234,-0.234011962890625,-4.168040928699331
0.1766,0.712,0.711988037109375,-3.2303810928134244
0.177,-0.678,-0.678011962890625,-3.163849256927547
0.1773,0.698,0.697988037109375,-3.1345513800131353
0.1777,-0.452,-0.452011962890625,-2.6520755441272748
0.17809999999999998,0.221,0.220988037109375,-3.105473708241376
0.1785,-0.059,-0.059011962890625,-2.7878058723554875
0.1789,-0.15,-0.150011962890625,-3.198040036469618
0.17930000000000001,0.373,0.372988037109375,-2.7606902005837255
0.1797,-0.614,-0.614011962890625,-3.2337083646978266
0.18009999999999998,0.997,0.996988037109375,-2.4824385288119775
0.1805,-0.956,-0.956011962890625,-2.4021726929260945
0.1809,1.005,1.004988037109375,-2.306210857040212
0.18130000000000002,-0.731,-0.731011962890625,-1.7687990211543163
0.18159999999999998,0.601,0.600988037109375,-1.960226144239885
0.182,-0.398,-0.398011962890625,-1.5621163083539937
0.1824,0.233,0.23298803710937502,-1.886022472468123
0.18280000000000002,-0.113,-0.113011962890625,-1.650758636582236
0.1832,-0.205,-0.20501196289062498,-2.27485080069633
0.18359999999999999,0.467,0.46698803710937503,-1.7609829648104707
0.184,-0.422,-0.422011962890625,-1.6728691289245878
0.1844,0.579,0.578988037109375,-1.365011293038699
0.18480000000000002,-0.336,-0.336011962890625,-0.8884214571528053
0.18519999999999998,0.535,0.534988037109375,-0.49815962126696817
0.1855,-0.155,-0.155011962890625,0.060878255647483975
0.1859,0.198,0.19798803710937501,0.14506809153336653
0.18630000000000002,0.222,0.221988037109375,0.9689319274192706
0.18669999999999998,-0.486,-0.486011962890625,0.4507877633052079
0.1871,0.801,0.800988037109375,1.068641599191106
0.1875,-0.745,-0.745011962890625,1.1783374350769893
0.1879,0.641,0.640988037109375,0.9741132709628635
0.18830000000000002,-0.455,-0.455011962890625,1.3388691068487542
0.18869999999999998,0.459,0.458988037109375,1.3465409427346335
0.1891,-0.203,-0.203011962890625,1.8486367786205282
0.1895,0.085,0.08498803710937501,1.6169446145064017
0.18980000000000002,0.384,0.383988037109375,2.306945991420864
0.19019999999999998,-0.628,-0.628011962890625,1.8280418273067967
0.1906,1.008,1.007988037109375,2.5734256631926984
0.191,-1.029,-1.029011962890625,2.532047499078578
0.19140000000000001,0.9,0.899988037109375,2.2787733349644506
0.1918,-0.852,-0.852011962890625,2.3727731708503277
0.19219999999999998,0.598,0.597988037109375,1.874249006736228
0.1926,-0.581,-0.581011962890625,1.907426842622109
0.193,0.232,0.23198803710937502,1.2225126785079699
